region-centroid-col;region-centroid-row;region-pixel-count;short-line-density-5;short-line-density-2;vedge-mean;vegde-sd;hedge-mean;hedge-sd;intensity-mean;rawred-mean;rawblue-mean;rawgreen-mean;exred-mean;exblue-mean;exgreen-mean;value-mean;saturation-mean;hue-mean;binaryClass
?;?;?;0;?;?;1.78471;3.38889;?;?;14.4444;?;?;?;-4.55556;?;21.4444;?;2.26609;0
120;?;?;0;?;?;?;1;0.444444;6.25926;7.77778;?;?;4.55556;2.88889;?;8;?;?;1
?;191;?;?;?;1.27778;0.507408;?;?;15.1852;?;?;?;-9.22222;-0.888889;10.1111;18.5556;?;?;0
?;?;?;?;?;?;0.516398;0.333333;?;?;0;1.77778;0.222222;?;?;-1.33333;?;?;?;0
?;?;9;?;0;1.16667;0.788889;2.11111;?;?;?;17.1111;10.3333;?;7.77778;-12.5556;?;0.408644;-1.17935;1
187;180;9;0;?;?;?;?;?;?;?;77.5556;?;-21.5556;?;?;?;?;-2.04418;0
?;211;?;?;0;?;?;?;?;15.4444;?;15.2222;18.6667;?;?;9.66667;?;0.335421;2.55496;0
120;?;9;0;0;0.333335;0.088889;0.500001;?;?;89.1111;123.222;?;?;64.1111;-25.8889;?;?;-2.22055;0
?;?;?;0;?;0.944444;0.574133;1.88889;1.04704;23.1481;?;?;?;-4.11111;?;16.2222;28.5556;0.330345;?;0
104;134;?;?;?;?;0.182574;0.833333;?;1.77778;0.111111;?;1.33333;-5;6.33333;-1.33333;3.88889;0.977778;-2.42251;0
?;114;?;0;0;0.611111;0.196296;1;0.533333;6.22222;7.55556;?;?;?;3.66667;?;7.88889;0.537919;-1.0108;1
?;?;9;0.111111;?;4.22222;?;1.27778;0.596296;6.48148;?;10.7778;?;?;?;?;?;0.6248;?;0
?;185;?;0;0;?;?;2.38889;?;?;?;?;17.5556;?;-9.55556;13.7778;?;0.445418;1.83885;0
212;48;9;0;?;0.555555;?;?;?;?;112.222;138.111;?;?;47.2222;?;?;?;?;0
149;163;?;0;?;2.61111;12.1518;14;?;?;35.4444;?;?;-18.6667;?;-10.3333;?;0.297547;-2.38444;0
211;206;9;?;0;0.944445;1.12963;?;1.1;16.0741;13.5556;?;?;?;?;12.1111;?;?;?;0
13;73;?;?;0;1.38889;0.72963;?;3.12963;?;19.2222;24.1111;13.8889;?;?;-15.5556;24.1111;?;?;1
58;?;9;?;?;?;?;0.722222;?;?;16.8889;?;?;-11.8889;?;-10.8889;28.4444;0.414807;?;0
29;78;?;?;?;?;0.699206;2.61111;?;?;59.6667;?;?;?;?;-25.8889;?;?;-2.14554;0
?;?;?;?;?;0.222222;0.296296;?;?;?;0;?;?;?;?;-0.444444;0.666667;0.333333;?;0
17;?;9;?;0;0.888889;0.720082;1.11111;0.720082;?;?;?;?;?;?;-1;?;0.912963;-2.37762;0
?;196;9;0.111111;0;?;?;?;?;?;?;75.6667;?;?;42.2222;-22.4444;75.6667;0.287526;-2.04874;0
131;?;9;?;0;1.38889;1.21852;1.66667;?;24.2963;23.5556;31.3333;18;?;?;-18.8889;31.3333;?;-1.65084;1
?;183;9;?;?;1.5;0.936898;?;1.79815;15.3704;?;?;21;-8.11111;?;?;21;?;?;0
191;119;?;?;?;?;?;?;?;39.8519;36.2222;?;?;-10.8889;?;?;48.2222;?;?;0
128;?;9;0;0;2.16667;4.21111;2.72222;?;23.7778;?;?;?;?;?;14.6667;28.6667;?;2.26354;0
?;?;9;0;0;1.61111;1.30741;2.72222;?;15.6296;11.7778;?;?;?;?;10.7778;?;?;?;0
209;249;9;?;?;?;2.38519;2.88889;?;8.55556;8;?;?;-1.66667;?;?;?;?;1.91742;0
100;111;?;?;0;?;0.907407;1.61111;0.818518;?;?;?;?;?;?;?;24.8889;0.391701;?;1
98;?;?;?;0;?;3.62963;?;1.32222;?;19.2222;23.2222;?;?;?;-15.1111;23.2222;?;?;1
?;?;9;0;?;1.88889;?;?;?;?;?;56.3333;?;-13.5556;31.7778;?;?;0.295992;?;0
?;?;?;0;?;0.388889;?;?;0.122222;5.88889;7;?;3.22222;?;4.66667;-8;7.44444;?;-1.15184;1
?;?;9;?;0;1.22222;1.04704;1;?;15.3333;14.1111;11.4444;20.4444;?;?;?;?;?;1.78917;0
38;?;?;?;0;?;2.51852;2.11111;3.14074;20;20;25.1111;?;0;15.3333;-15.3333;25.1111;?;-1.55762;1
228;?;9;0;0;1.44444;?;?;?;49.2222;?;60.5556;?;-15.6667;?;?;?;0.289582;-2.04052;0
?;?;?;0;0;?;?;4.11111;19.4963;?;?;9.11111;3.33333;-8;?;-4.66667;9.11111;0.864664;-2.21647;0
222;?;?;0.111111;0;?;?;?;?;113.481;?;131.444;?;-39.1111;?;?;?;0.23576;-2.37;0
149;182;9;0.111111;0;?;?;7;?;39.8519;37.2222;?;35;?;?;-14.5556;?;0.24779;?;0
?;?;?;0;?;?;0.074074;?;0.074074;5.44444;?;?;?;4.66667;?;?;7;?;?;1
?;159;9;0;?;2.55556;?;15.7222;168.952;35.7778;?;45;?;-16;27.6667;-11.6667;?;?;-2.54935;0
156;?;?;0;?;0.5;?;?;?;11.6667;9;?;?;-8;-5.66667;13.6667;16.2222;0.445979;?;0
108;138;?;0;0;0.277778;?;0.5;0.122222;3.18519;?;?;1.44444;?;10.4444;-5.22222;?;?;-2.08783;0
142;?;?;0;?;?;?;0.500001;?;?;96.7778;128.667;?;-41.4444;54.2222;?;128.667;0.247776;-2.40802;0
?;101;?;0.111111;0;0.722223;?;2.22222;0.651852;19.037;?;?;?;1.88889;13.5556;-15.4444;23.5556;0.410267;-1.45759;1
?;?;?;0;0;?;0.951853;?;1.35185;38.5926;?;46.2222;?;-8.11111;?;-14.7778;?;?;?;0
?;142;?;?;0;?;0.062963;1.72222;0.151852;4.81482;6.77778;?;?;?;1.22222;?;?;0.646164;-0.675123;1
143;?;9;?;?;1.5;0.809664;?;?;?;?;?;?;?;?;-9.22222;?;0.331888;?;0
60;181;9;?;0;?;1.2;2.66667;?;19.6296;17.1111;17.8889;23.8889;?;?;12.7778;?;?;?;0
?;?;9;0;?;1.11111;0.607407;1.05556;?;?;13.1111;?;?;-13.2222;1.11111;?;?;0.393002;?;0
248;200;9;0;0;?;?;?;?;46.1111;41.3333;?;40.4444;-14.3333;?;?;?;0.286663;-2.03802;0
21;?;?;0;0;0.666668;?;0.777779;?;?;?;128.556;?;-22.7778;?;?;?;?;?;0
?;111;?;?;0;?;0.389682;?;0.443053;60.1852;53.2222;74.8889;?;-20.8889;?;?;74.8889;?;-2.058;0
?;?;?;0;0;?;2.12568;3.44445;?;?;49;?;?;?;?;-21.8889;70.2222;0.309826;-2.08021;0
136;?;?;?;?;1.22222;?;2.05556;1.52631;53.0741;?;?;47.3333;-14.8889;32.1111;?;?;?;?;0
?;155;?;0;0;?;0.459468;0.833333;?;23.3333;?;20.6667;?;-10;?;18;?;0.31809;?;0
115;183;?;?;0;0.777778;0.385185;?;1.46667;18.1111;?;?;23;-12.3333;?;14.6667;?;?;?;0
133;?;9;?;0;?;?;2.11111;?;?;61.1111;79.1111;?;-15.4444;38.5556;-23.1111;?;?;?;0
?;?;?;?;0;1.88889;2.16296;3.16667;3.27778;?;6.22222;?;7;?;-1.22222;1.77778;7.22222;?;1.75665;0
68;80;9;?;0;1.16667;0.166666;1.72222;1.70741;?;102.889;127.333;?;-24.5556;48.7778;-24.2222;127.333;?;-2.0987;0
163;?;9;?;0;1.83333;2.21111;1.55556;0.962963;?;?;68.2222;50.1111;-14.3333;?;-20;?;?;?;0
45;126;9;0;0;7;3.87011;2.55556;1.79712;10.1852;?;?;8.44444;?;21.1111;?;17.2222;?;?;0
179;101;9;0;?;?;?;?;?;?;?;?;?;-25.4444;?;-11.4444;?;0.141107;-2.32873;0
176;132;?;0;?;0.5;?;?;0.32963;?;7.44444;6.22222;3.55556;?;?;?;7.55556;0.529982;?;1
78;99;9;0;?;1.61111;?;?;?;?;1.11111;?;2.33333;?;14.5556;-5.44444;9;0.9109;-2.25567;0
?;?;?;0;?;?;13.7519;16.6667;71.5111;?;?;31.6667;?;?;?;?;31.6667;?;-2.43151;0
23;55;?;?;0;?;3.67407;?;0.785185;?;21.6667;31.1111;?;?;23;?;31.1111;?;-1.77116;1
?;25;9;?;?;0.611111;?;?;0.477775;?;88;125.667;?;-43.4444;69.5556;?;?;?;-2.25341;0
124;?;9;?;0;?;2.73861;?;?;?;52.8889;?;51.5556;-20.5556;?;?;74.7778;0.313611;?;0
200;?;9;?;?;2.11111;?;5.05556;2.67845;?;8.33333;16.5556;?;-8.77778;?;-7.11111;?;?;?;0
?;?;9;?;?;2.11111;5.0963;3.94444;?;14.5556;11.4444;?;18.8889;?;-3.66667;?;18.8889;?;2.36387;0
?;?;?;?;0;0.833333;0.433333;?;1.17407;?;19;19.8889;12.4444;?;8.33333;-14;20;0.378839;-1.16952;1
80;?;?;?;0;1.66667;1.77778;?;0.566666;?;?;?;44;?;27.6667;-16.3333;?;?;-1.97362;0
?;233;9;?;0;2.77778;?;?;1.0963;11.7037;?;?;?;?;?;12.2222;?;0.473944;2.47661;0
18;?;?;?;?;8.66667;?;10.9444;?;?;?;49.5556;37.7778;?;?;-6.33333;?;0.350169;-2.43063;0
?;?;?;0;?;1.27778;0.998145;1.61111;?;49.4815;?;60.6667;?;-14.1111;33.5556;?;?;0.290788;-1.9876;0
?;211;9;?;?;?;0.879815;?;?;10.8148;8.88889;7.66667;15.8889;-5.77778;-9.44444;15.2222;?;0.524328;?;0
?;62;9;?;?;?;?;3.38889;?;?;?;37.6667;20.6667;?;?;-20.1111;37.6667;?;?;1
169;?;?;0;0;1;?;0.888889;?;?;?;?;?;?;?;?;?;?;?;0
135;?;?;0.111111;0;2.22222;?;?;?;47.963;44.1111;57.3333;?;-11.5556;?;-16.5556;57.3333;0.259189;-1.9821;0
?;?;?;0.111111;0;2.33333;1.76383;2.44444;?;?;12.1111;?;20;?;-7.66667;15.6667;20;?;?;0
?;59;9;?;?;?;?;?;0.680412;?;109.222;?;?;-37.4444;51.8889;?;?;?;-2.36422;0
?;?;?;0;?;?;?;?;0.462963;?;22.6667;31.8889;17.6667;?;?;-19.2222;31.8889;?;?;1
?;?;9;?;0;?;?;?;?;33;25.1111;?;?;-23.6667;?;?;?;0.458785;-2.20265;0
165;99;?;0;0;?;?;?;?;?;79;118;?;-43.2222;73.7778;-30.5556;?;0.330418;-2.20776;0
?;190;9;?;0;?;?;2.05556;?;46.8889;?;57.7778;?;-14.6667;?;?;?;0.292226;?;0
?;?;?;?;0;0.888889;1.05185;1.94444;1.3963;?;?;?;51.6667;?;34.1111;-19.5556;?;0.257014;?;0
?;123;?;0;0;0.333333;?;0.666667;?;?;0;?;0.333333;?;7.22222;-3.11111;?;1;?;0
58;?;?;0.111111;?;1.11111;1.14074;0.555556;0.474074;?;0.111111;?;0.555556;?;4.88889;-1.77778;?;?;?;0
?;?;?;?;?;?;0.077778;?;0.162963;5.37037;7.11111;?;2.88889;?;2.22222;?;?;?;-0.808383;1
189;187;?;?;?;?;1.0037;3.05556;?;?;?;59.8889;?;-13.2222;34.1111;-20.8889;?;?;?;0
198;185;?;0;?;1.33333;?;?;?;50.2222;45.4444;61.3333;?;-14.3333;?;?;?;?;-2.00718;0
?;?;9;0;0;2.27778;1.70511;?;?;?;?;52.5556;?;-9.77778;26.8889;?;52.5556;0.278669;?;0
91;19;9;0;?;?;?;?;0.779364;?;115.444;142.444;?;-33.6667;?;-13.6667;?;?;-2.35283;0
155;27;?;0;?;?;?;1.44445;?;137.519;?;146.556;?;-14.8889;?;?;?;?;-2.14672;0
?;?;?;0.111111;?;1.5;1.1;1.94444;2.46296;?;?;29.6667;17.1111;-6.11111;21.8889;?;29.6667;?;-1.81389;1
?;?;?;?;0;?;?;1.66667;?;11.9259;9.77778;?;17;?;?;15.2222;17;0.486598;?;0
124;29;9;0;?;1;?;1.05555;?;?;119.222;142.889;?;-27.6667;43.3333;?;?;0.165616;?;0
?;?;?;?;?;0;0;?;?;0;0;0;0;?;?;?;?;0;0;0
?;152;?;0;0;5;7.64444;2.38889;3.26296;26.5556;?;?;21.6667;-18.6667;33.3333;?;37.6667;?;-2.16573;0
221;50;9;0;0;0.444445;?;?;?;122.074;109.889;?;?;-36.5556;53.1111;?;139.778;0.213809;?;0
227;196;?;0;0;2.61111;?;?;1.69531;47.1852;?;?;?;?;?;?;?;?;?;0
?;?;?;?;?;0.833333;0.691214;0.444444;0.272165;?;?;?;28.3333;-13.2222;?;-9.88889;39.3333;?;-2.18724;0
?;124;?;0;0;?;0.02963;?;0.388889;?;7.55556;7.44444;?;4;?;-7.66667;?;0.542108;?;1
224;?;?;0;0;?;?;?;0.177777;120.222;?;137.556;114.667;-35.3333;52;-16.6667;?;0.211484;-2.31588;0
226;131;9;?;0;0;0;0;0;?;0;0;?;?;0;0;?;0;?;0
?;?;9;0;0;?;?;?;?;?;1;3.11111;?;?;5.22222;?;3.11111;1;-1.75502;0
?;164;?;?;0;0.5;?;3;?;13.6667;11.6667;?;?;?;?;?;16.8889;0.29915;2.87512;0
?;?;9;0;0;?;?;?;?;?;?;?;43.6667;-15.5556;?;?;62.3333;?;-2.00872;0
?;?;?;?;0;1.38889;?;5;10.4;?;17;?;23.5556;?;?;?;?;0.298962;?;0
250;196;9;?;0;?;?;?;?;47.7778;42.6667;?;?;-15.3333;33;?;?;?;?;0
214;79;?;?;0;1.27778;?;1.33333;0.533333;4.85185;?;9.22222;3.33333;-8.55556;?;?;?;?;?;0
?;47;9;0;0;?;?;0.666667;?;?;82.5556;?;?;?;73;?;?;?;?;0
84;?;9;0;?;1.77778;1.62963;?;0.888889;25.7407;?;35.1111;?;?;28.1111;-18.8889;?;?;-1.87303;1
?;?;?;0;?;?;?;?;0.41852;69.4815;63.8889;82.5556;?;?;?;-22.4444;?;?;?;0
?;?;?;0;0;?;2.47407;0.888889;?;?;?;8.44444;4.55556;2.77778;4.44444;-7.22222;8.44444;?;?;1
181;115;?;0;0;?;?;?;?;?;123.222;145.333;?;-28.6667;37.6667;?;145.333;0.152134;-2.40548;0
?;?;9;?;0;?;0.172133;3.61111;3.83792;14.2222;10.2222;22.1111;10.3333;-12;23.6667;-11.6667;?;?;-2.10731;0
?;115;9;?;?;?;0.344445;0.555555;0.385185;1.88889;?;4.66667;0.777778;?;8.33333;?;?;?;?;0
?;123;9;?;0;0.388889;0.018519;0.166667;0.077778;1.14815;0;?;0;?;?;?;3.44444;?;?;0
134;?;9;0;0;?;?;1.22222;?;?;?;141.333;?;-35.1111;50.8889;-15.7778;141.333;?;?;0
142;?;?;0;?;1.11111;?;0.555555;?;28.7407;?;35.8889;25.7778;?;?;?;?;0.315484;-2.20267;0
11;?;9;?;0;1.77778;?;1.11111;?;?;93.8889;130.333;?;-46.1111;63.2222;-17.1111;130.333;?;?;0
?;145;9;0;0;0.555556;?;?;?;5.2963;?;?;3;?;3.77778;-6.88889;7;?;?;1
72;235;?;?;0;?;1.74801;?;?;15.0741;?;15;18.2222;?;?;9.44444;18.2222;?;?;0
247;50;9;?;0;?;?;?;?;?;?;?;?;-35.8889;53.1111;?;?;?;-2.31231;0
?;149;?;?;?;?;?;?;?;19;?;19.7778;22.7778;-13.6667;2.33333;11.3333;22.7778;0.363717;?;0
151;?;9;?;?;?;6.53679;?;?;31.1852;27.2222;39.4444;26.8889;-11.8889;?;?;?;0.327288;-2.05839;0
153;208;?;?;0;?;?;1.94444;?;?;?;16;?;?;?;14.1111;21.5556;0.396909;?;0
44;?;9;0;0;0.444444;0.344265;?;0.403686;?;93.8889;126.556;?;-41.5556;56.4444;-14.8889;126.556;0.258079;-2.37797;0
?;89;9;0.222222;?;1.88889;?;?;?;18.037;?;25.1111;?;-10.7778;?;?;?;0.43138;-2.10229;0
226;90;?;0;?;0.777778;?;?;?;7.18518;5.11111;?;4.33333;?;?;?;12.1111;0.641018;?;0
?;?;9;0.111111;?;0.666667;0.843274;?;?;3.40741;?;6;?;?;?;?;6;0.843518;?;0
226;176;9;?;?;?;?;?;2.87067;56.9259;?;?;48.8889;-19.4444;43.5556;?;?;0.315862;-2.02178;0
159;?;?;0;?;?;?;0.333333;0.133333;?;1.11111;5.88889;1;?;?;-5;?;?;?;0
242;81;?;?;0;?;?;?;0.740742;38.2593;34.5556;?;33;-11.1111;26.8889;?;?;0.300796;?;0
?;?;?;?;0;?;1.26051;7.38889;?;63.5185;?;?;?;?;46.7778;-24.2222;?;0.301586;-2.07044;0
?;?;9;?;?;?;?;1.27778;0.151852;?;6.22222;5.22222;?;4.88889;1.88889;-6.77778;?;?;?;1
88;?;9;0.111111;?;?;?;4.5;?;?;?;?;?;-1.66667;?;?;?;0.416299;?;1
?;125;?;?;0;?;?;2.66667;3.77778;3.92593;1.55556;?;?;?;11.5556;-4.44444;?;?;?;0
194;?;?;0;0;0.611109;?;?;?;?;?;146.222;?;-18.2222;30.7778;?;?;?;?;0
?;117;?;?;?;0.444444;0.207407;?;2.15185;?;?;24.1111;14.8889;?;?;-15;24.1111;?;?;1
120;?;9;?;0;?;?;0.666667;?;63.4815;56.7778;77.1111;?;?;40.8889;?;?;0.26938;-2.08304;0
?;?;?;?;0;?;1.14342;2.66667;?;?;10.8889;?;?;-7;?;16.6667;18.7778;0.472826;?;0
40;?;?;?;0;?;?;0.222222;0.172133;?;0.111111;3.55556;0;?;?;?;3.55556;1;-2.05616;0
135;?;?;0;0;0.944445;0.107409;?;?;?;?;?;56.1111;-16.2222;?;?;76.5556;0.267219;?;0
97;?;9;0;0;?;?;2.22222;1.40897;?;?;79.1111;?;-27.3333;50.3333;-23;79.1111;?;-2.1523;0
124;?;?;?;?;?;?;2.05556;1.30668;?;?;?;?;?;-9;20.6667;?;?;2.17699;0
?;111;?;0;?;?;0.240741;?;0.240741;1.33333;0;4;0;-4;?;-4;?;?;?;0
177;76;9;?;?;1.38889;?;15;11.4814;?;28.6667;33.4444;?;?;?;-7.44444;33.4444;0.200662;?;0
?;203;?;?;0;0.666667;0.760117;1.33333;0.894427;9.77778;?;?;15.4444;?;-10;?;15.4444;?;1.98479;0
61;?;9;0;?;?;?;0.555555;0.620633;?;?;?;13.1111;?;?;-12.4444;25.7778;?;-2.11184;0
?;?;9;0;0;?;0.327731;?;0.327733;?;?;128.889;?;-43.7778;?;?;?;?;?;0
?;156;?;0;0;?;0.278886;2;0.557773;23.7037;?;?;?;-19.1111;5.22222;13.8889;?;0.389034;2.86493;0
?;?;?;?;?;?;84.8778;13.2222;70.0296;17.1111;?;?;?;-14.6667;?;?;?;0.652043;?;0
109;?;9;?;?;?;?;?;0.355555;7.2963;8.77778;?;?;4.44444;?;?;8.88889;0.450309;?;1
?;?;?;0;0;?;?;?;0.34074;3.81481;1.11111;?;?;?;14.2222;-6.11111;8.55556;0.872222;-2.18623;0
?;105;9;0;?;?;2.2963;2.16667;?;45.7407;?;?;39.6667;-13.5556;?;?;?;?;?;0
?;?;?;?;?;?;0.418518;0.555555;?;?;?;7.22222;3.44444;?;?;?;7.55556;0.544092;?;1
?;91;?;?;0;0.5;?;0.555555;?;6;4.55556;9.77778;?;-4.33333;11.3333;-7;?;0.620651;?;0
?;?;?;?;0;?;?;0.5;?;0.444444;0;?;0.111111;-1.33333;2.33333;-1;1.22222;0.666667;-2.15191;0
117;?;9;0;?;?;?;?;0.31111;106;93;126.778;?;-39;62.3333;-23.3333;?;?;?;0
103;125;?;?;?;?;0.827759;?;0.691215;1.77778;0.444444;3.88889;1;?;6.33333;?;3.88889;0.923809;?;0
188;182;9;0;0;?;?;?;?;?;?;72.4444;49.6667;-18.3333;?;?;?;?;?;0
?;118;9;?;0;?;?;?;?;6.25926;7.55556;?;3.55556;?;?;?;7.77778;0.543871;-1.0762;1
?;?;?;0;?;1.33333;0.311111;2.11111;1.31852;?;?;6;2.11111;?;9;-2.66667;?;?;-2.31301;0
7;?;9;0;0;?;?;1.33333;0.355557;?;107.444;?;107.444;-25;50;?;132.444;?;-2.09056;0
99;?;?;?;?;?;2.64074;?;?;21;?;29.2222;?;-12.6667;24.6667;?;29.2222;0.431321;-2.10936;0
?;?;?;?;?;1.5;1.14444;?;1.44074;?;22;32.5556;18.4444;?;24.6667;-17.6667;32.5556;?;-1.8112;1
?;?;9;0;?;?;0.9963;?;0.355556;?;?;129.111;?;-39.3333;63.6667;?;129.111;?;-2.24704;0
61;202;9;?;0;2.27778;1.87873;1.88889;?;?;55;?;?;-19.8889;43.1111;-23.2222;?;?;-2.04354;0
96;80;9;0.111111;0;?;4.16296;?;?;?;24;34.4444;19.5556;-6;?;-19.3333;34.4444;?;?;1
?;?;?;?;?;?;0.462963;?;?;5.55556;3.66667;?;3.55556;-5.66667;?;?;?;?;?;0
40;57;9;0;0;?;?;?;0.800464;?;?;139;?;?;46.3333;?;?;?;-2.37605;0
?;83;?;?;?;24.5556;?;?;121.244;?;?;28.5556;?;-10.5556;15.7778;?;?;0.504161;-2.32134;0
?;218;9;?;?;1.16667;?;?;?;13.7037;?;?;?;?;-3.11111;12.2222;?;?;?;0
77;186;9;0;0;2;2.66667;2.33333;?;?;31.1111;43.4444;?;?;25.4444;?;43.4444;?;-2.03664;0
?;69;?;0;0;0.722222;?;?;?;?;40.8889;44.5556;?;0.666667;?;-12.3333;44.5556;0.17869;?;0
?;197;?;?;?;3.55556;7.54074;4.94444;?;21.2593;17.4444;?;27.5556;?;?;?;27.5556;0.394886;2.24309;0
?;134;9;?;?;?;?;?;?;44.7037;?;?;38.7778;-22.7778;?;?;58.2222;0.361284;?;0
?;?;9;0;?;?;2.31111;1.77778;0.607407;?;?;?;12.5556;?;8.88889;-13.1111;?;0.376852;-1.21111;1
?;?;9;0;?;?;?;2.33333;?;?;?;136.889;?;-31.7778;42.8889;-11.1111;136.889;?;-2.38466;0
?;126;9;?;?;0.444444;?;0.611111;0.418519;5.40741;7.66667;5.66667;2.88889;6.77778;?;?;7.66667;0.623016;?;1
67;?;9;0;0;0.944444;?;?;?;?;?;142.222;?;-33.3333;?;-14.6667;?;0.190625;-2.33375;0
224;?;?;0;0;3.16667;9.54444;?;?;43.1481;?;?;?;-11.7778;28.5556;-16.7778;?;0.290982;?;0
103;64;9;0;?;?;0.699205;1.33333;?;?;?;126.222;?;?;52.3333;-15;126.222;?;-2.35544;0
214;161;9;?;0;?;?;11.5;18.9222;40.4444;35.3333;?;?;?;27.6667;?;?;?;-2.19894;0
?;82;9;?;?;?;?;2.5;?;15.2222;11.8889;?;12.1111;-10;?;?;?;0.458152;-2.10272;0
145;?;?;0;0;?;13.4963;?;?;39.4444;?;?;?;?;25;-8.66667;?;0.281536;?;0
8;?;9;?;?;0.833333;0.459468;?;?;?;15.1111;?;15.6667;?;?;-12.6667;28.8889;0.480246;?;0
217;77;?;?;?;?;?;1.66667;0.533333;40.2222;?;48.2222;?;-9;?;-15;?;?;-1.93207;0
?;?;?;?;0;?;2.97707;1;?;26.7778;?;?;22.7778;?;?;-12;33.3333;0.315338;?;0
237;?;?;?;0;1;0.311111;1.5;?;7.33333;5.33333;?;11.2222;-6;-5.66667;11.6667;11.2222;0.53582;?;0
?;?;9;0;0;?;1.48518;?;23.8852;30;?;?;26.5556;-8.66667;?;-10.3333;36.3333;0.265248;-2.05028;0
75;?;9;?;0;?;?;?;1.02017;?;?;?;21.7778;?;-11.1111;15.2222;21.7778;?;?;0
?;128;?;0;?;0.5;0.077778;0.666667;0.311111;?;6.88889;?;?;?;?;?;7.11111;0.561508;?;1
208;240;?;?;0;1.05556;?;2.44444;?;14.1481;?;?;18.5556;?;?;13.2222;18.5556;?;2.39249;0
?;80;9;0;?;0.555555;?;2.77778;0.720082;15.8519;11.8889;?;?;?;?;?;23.2222;0.489982;-2.14227;0
217;?;9;0.111111;?;?;?;?;?;?;111.111;137.333;116.111;-31.2222;?;-16.2222;?;?;-2.29267;0
?;62;?;?;?;?;?;?;0.501848;?;?;11.4444;?;?;?;?;?;?;-2.04872;0
?;?;?;0;?;1.16667;?;1.16667;0.477777;2.44444;?;?;?;?;?;-4.66667;?;?;?;0
66;?;?;0;0;?;?;?;?;?;95.1111;128.889;?;?;?;?;?;0.262046;-2.40475;0
?;103;9;?;?;?;?;1.11111;1.54074;18.3333;?;?;13.2222;?;?;?;22.5556;0.410306;-1.39741;1
?;?;9;?;0;?;?;?;?;?;?;?;?;?;?;-4.44444;5.66667;?;?;0
?;?;9;0;?;0.499999;?;?;?;?;96.7778;128.667;?;?;?;?;?;0.247776;-2.40802;0
105;?;9;?;0;2.5;?;1.83333;?;?;53.4444;73.2222;?;?;41;-22.6667;73.2222;0.289653;-2.02286;0
170;139;?;?;?;?;0.507408;?;0.285185;4.18518;1.88889;?;2.11111;?;?;?;8.55556;0.786175;?;0
233;64;?;0;0;1;?;?;?;92.8148;77.2222;118.667;?;-46.7778;?;?;?;?;?;0
?;?;9;?;?;?;0.088889;?;0.177778;?;?;2.33333;?;?;4.66667;-2.33333;2.33333;1;?;0
?;131;?;?;?;?;0;?;0;0;0;0;0;0;?;0;0;0;?;0
?;?;?;0;0;?;?;?;?;?;?;?;47.8889;-17.5556;38.7778;-21.2222;67.8889;0.296251;-2.02862;0
160;?;9;0.111111;0;?;?;0.777777;0.651852;58.8148;54;70.1111;?;-14.4444;33.8889;?;?;?;-1.99691;0
?;?;?;0;0;?;2.11852;?;?;?;28.7778;38;28.3333;?;18.8889;?;38.3333;0.250721;-2.21546;0
?;?;9;?;0;?;6.32016;8.83333;?;29.8148;18.3333;47.2222;?;-34.4444;52.2222;-17.7778;47.2222;0.629245;?;0
202;?;9;0;0;1.11111;0.750308;?;?;?;?;?;?;-11.4444;?;-15.4444;50.6667;?;-1.993;0
2;?;9;0;0;?;1.21868;3.66667;3.12694;?;41;?;40;-14.3333;31.6667;-17.3333;?;?;-2.03293;0
?;92;?;?;0;?;?;0.777778;0.344265;9.96296;7.11111;15.5556;?;?;?;-8.22222;15.5556;0.608437;-2.0967;0
196;?;9;?;?;?;?;?;?;7.62963;6.77778;10.7778;5.33333;?;9.44444;-6.88889;10.7778;0.512566;-1.74926;0
?;?;?;?;?;1.33333;0.4;1.27778;1.84074;?;?;36;20;?;?;-19.3333;36;?;?;1
154;189;9;0;?;?;?;?;0.860663;59.9259;53.4444;74.8889;?;-19.4444;?;?;?;?;?;0
227;?;?;?;?;?;?;?;?;?;?;?;16.5556;?;?;-9.22222;?;?;?;0
104;?;9;?;0;0.611111;?;1.05556;?;?;?;73.3333;?;?;?;?;?;?;?;0
116;?;?;0;?;?;?;2.05555;?;?;52.5556;?;?;-25.1111;46.5556;-21.4444;?;?;?;0
183;78;9;0;0;?;?;?;?;?;?;147;?;-20.6667;?;-13.6667;?;0.124647;?;0
45;?;?;0;0;?;0.298141;1.05555;0.646929;?;57.1111;80.4444;?;-22.8889;?;-24.2222;?;?;-2.07666;0
136;?;9;0;?;?;?;2.55556;?;60.7037;54.4444;74.8889;?;-18.7778;?;?;74.8889;?;?;0
77;?;9;?;0;?;7.66296;6.22222;?;32.5556;?;39.6667;?;?;?;?;39.6667;0.27036;-2.08527;0
13;?;9;0.111111;?;1.22222;?;1.22222;1.0256;?;59.3333;86.8889;?;-28.8889;53.7778;?;?;?;-2.14532;0
?;137;?;?;0;1.5;0.477777;8.44444;?;25.3333;?;36.5556;?;?;33.6667;-13.6667;36.5556;0.502569;?;0
94;?;?;0;0;?;0.507406;?;?;?;?;149.889;?;-20.1111;24.8889;?;?;0.100091;-2.44927;0
?;65;9;0;0;?;?;?;1.22474;?;?;140;?;?;?;-17;?;0.202365;?;0
?;175;9;?;0;?;?;3.44445;?;57.7778;50.6667;?;?;-21.3333;?;-23.3333;72.6667;0.312037;-2.06378;0
