ID-type;Right-Ascension;Declination;Blue_base_1;Blue_base_2;Red_base_1;Red_base_2;blue-band-flux_1;blue-band-flux_2;blue-band-flux_3;blue-band-flux_4;blue-band-flux_5;blue-band-flux_6;blue-band-flux_7;blue-band-flux_8;blue-band-flux_9;blue-band-flux_10;blue-band-flux_11;blue-band-flux_12;blue-band-flux_13;blue-band-flux_14;blue-band-flux_15;blue-band-flux_16;blue-band-flux_17;blue-band-flux_18;blue-band-flux_19;blue-band-flux_20;blue-band-flux_21;blue-band-flux_22;blue-band-flux_23;blue-band-flux_24;blue-band-flux_25;blue-band-flux_26;blue-band-flux_27;blue-band-flux_28;blue-band-flux_29;blue-band-flux_30;blue-band-flux_31;blue-band-flux_32;blue-band-flux_33;blue-band-flux_34;blue-band-flux_35;blue-band-flux_36;blue-band-flux_37;blue-band-flux_38;blue-band-flux_39;blue-band-flux_40;blue-band-flux_41;blue-band-flux_42;blue-band-flux_43;blue-band-flux_44;red-band-flux_1;red-band-flux_2;red-band-flux_3;red-band-flux_4;red-band-flux_5;red-band-flux_6;red-band-flux_7;red-band-flux_8;red-band-flux_9;red-band-flux_10;red-band-flux_11;red-band-flux_12;red-band-flux_13;red-band-flux_14;red-band-flux_15;red-band-flux_16;red-band-flux_17;red-band-flux_18;red-band-flux_19;red-band-flux_20;red-band-flux_21;red-band-flux_22;red-band-flux_23;red-band-flux_24;red-band-flux_25;red-band-flux_26;red-band-flux_27;red-band-flux_28;red-band-flux_29;red-band-flux_30;red-band-flux_31;red-band-flux_32;red-band-flux_33;red-band-flux_34;red-band-flux_35;red-band-flux_36;red-band-flux_37;red-band-flux_38;red-band-flux_39;red-band-flux_40;red-band-flux_41;red-band-flux_42;red-band-flux_43;red-band-flux_44;red-band-flux_45;red-band-flux_46;red-band-flux_47;red-band-flux_48;red-band-flux_49;Scale_Factor;binaryClass
?;?;-6.885;668;711;380;349;16916.24;16631.418;?;15751.525;15267.169;?;12670.414;12095.402;10768.968;10097.813;9261.511;8741.061;?;7685.7095;7435.777;?;?;?;?;8144.896;8557.584;8592.746;8555.32;8650.409;?;?;?;7529.8096;?;6698.2236;?;5955.625;5453.6533;?;4727.4507;?;4293.518;3847.863;3636.3643;?;?;?;?;?;8391.057;8501.747;?;7105.6904;6611.783;?;?;3806.587;3111.0398;?;?;2265.733;2432.2368;2384.5325;2030.051;?;1843.7695;?;1566.6488;?;1614.3561;?;?;1318.2306;1116.03;1126.1821;?;?;873.4;?;929.8884;?;821.1559;?;?;?;?;?;683.47864;742.48145;?;?;661.69366;?;?;?;?;666.0462;?;0;0
?;18.262;17.96;?;?;?;?;?;?;19448.348;18296.412;?;?;?;?;?;?;?;11043.926;?;?;10064.206;?;8949.946;?;7760.0273;7937.173;7556.234;7224.957;6985.9097;?;5779.471;5942.4443;?;5443.0884;?;5009.9556;?;?;4356.724;?;?;4122.0747;?;?;3608.3965;3795.044;3660.0825;?;?;3141.6978;?;?;?;5189.648;4584.591;4194.788;3618.2202;?;?;?;2549.1904;?;2087.0356;1915.1284;?;?;?;?;?;1435.2736;1360.5082;?;1175.5698;?;1172.7996;?;?;?;1153.2848;1151.9944;?;693.05536;?;1059.4816;769.75885;770.91656;689.31964;647.936;?;?;?;?;533.4136;?;379.84402;?;443.87268;?;392.06335;0;0
3;18.27;-2.779;?;?;701;719;11917.076;?;?;12147.715;?;11576.0625;?;?;10447.739;?;?;7707.4883;?;6972.3374;?;7332.239;?;?;?;?;?;6233.794;5928.229;6505.388;6386.8193;6653.995;6501.3706;?;?;5963.5786;?;6465.6353;?;5424.9487;?;?;5473.717;?;?;5395.1167;4604.9517;?;?;4933.0894;7125.2983;6605.2217;?;6302.46;5910.0454;5812.872;5445.7197;?;?;?;?;?;?;?;3378.4097;?;3001.8994;3039.895;?;?;2379.544;?;?;2078.2766;?;1948.1823;1926.9087;1772.1255;1836.9084;1897.2468;?;?;?;?;?;?;?;?;?;1233.9941;1426.4186;?;1194.1382;1330.2009;?;?;665.83154;?;?;?;0
?;?;?;1260;1402;?;?;10277.908;10670.708;?;10754.575;?;10391.48;?;?;8366.676;7428.298;6709.204;6020.58;5657.681;5168.115;5350.2153;5237.101;?;?;?;?;?;5537.57;5813.7617;6053.236;?;6211.677;5919.0176;?;6085.236;?;?;5758.818;?;5301.826;?;?;5520.655;4845.569;?;5014.8325;4837.816;?;?;4366.4346;?;5808.8076;?;?;5909.1016;?;5197.2925;?;?;?;?;4240.047;?;4156.7803;?;?;?;3851.638;3854.6963;?;?;3788.1436;3730.5708;3583.0703;?;3711.4385;3528.5754;3628.3362;3325.163;3194.363;?;?;3089.812;?;3029.9773;?;?;2544.4314;2458.2458;2495.0027;?;2506.495;?;2495.269;?;2145.7864;?;?;?;?;0
4;18.297;-29.851;?;?;411;394;25787.865;23960.717;22574.244;20882.244;19245.414;?;15963.773;14979.779;?;12948.695;?;11273.077;10292.181;9862.041;9677.015;?;?;?;7246.769;7136.3267;?;?;6014.993;6056.148;5604.4683;5141.807;4973.8022;4976.5474;?;?;?;3894.6897;3938.8806;3922.5225;?;?;3402.751;?;?;2858.4128;2993.6606;?;?;2482.6204;?;?;?;4926.934;?;3899.7844;3446.7314;2809.1628;3058.1838;?;1975.6475;?;1933.8269;1934.9111;?;?;?;?;?;1076.4315;1044.3513;?;1178.3989;?;814.0143;850.705;835.0683;?;778.97974;848.6682;?;?;?;606.9182;632.50433;?;757.99536;403.57684;?;?;617.88947;?;594.60236;322.7449;?;475.6405;498.3862;427.50757;364.8837;0;0
?;18.31;31.732;960;989;?;632;12916.316;13052.732;?;?;10965.976;?;10004.659;?;9740.074;9363.539;9972.754;9899.771;?;?;9797.972;9509.678;9154.906;9135.469;8662.196;8381.168;8400.782;?;?;?;7166.931;7128.7695;6641.1064;6604.405;5918.7397;5718.7236;5836.6934;5354.8438;?;?;4976.0044;5199.513;?;5014.9214;4887.221;4888.163;4783.5977;4303.2427;?;?;8060.4336;?;6775.698;?;?;5151.157;4932.548;4637.3804;?;?;?;?;?;?;2281.7449;2505.738;2190.6362;2108.2634;?;2112.6938;?;2070.958;?;?;?;1837.3962;?;?;1686.2499;?;?;1584.3783;?;?;?;1293.5986;1158.0604;963.2738;1024.3276;1033.3586;1055.4081;904.0244;959.3373;852.77924;?;?;697.9307;592.8536;600.5228;0;0
?;18.356;?;?;?;?;638;?;8807.047;9231.675;?;?;?;9666.476;10293.274;10934.762;11709.354;?;13150.523;13485.23;13270.285;?;?;12059.946;?;11033.971;?;?;?;?;?;?;7615.2505;?;?;6404.7246;6294.1533;5495.0176;?;4956.751;4416.4575;4291.3857;?;?;?;3513.5415;?;?;3357.9973;3180.4556;3108.194;?;8446.394;7675.7686;?;5423.8745;4651.671;?;3478.5142;?;?;2487.5781;2440.3555;?;2129.4766;?;?;1880.856;1775.0453;1816.8794;?;1722.1442;?;?;1679.3597;?;1653.2153;1411.328;?;?;1282.0924;1331.1;?;1249.2657;?;1310.6726;1052.624;?;1168.0787;?;998.4197;997.6439;821.42456;716.8358;831.53735;?;?;867.1303;?;687.12946;0;0
4;?;39.556;?;1516;634;694;?;13114.823;?;11938.746;10536.96;10797.954;?;?;9830.907;?;9799.952;?;9414.414;8782.541;8247.321;?;?;7891.8774;?;?;7874.6313;?;?;7609.105;7210.6675;?;?;6719.3936;6490.0864;6114.1416;5812.3027;6013.1655;5584.015;?;?;5353.487;5273.9395;5271.7217;5253.384;5175.4185;?;?;4533.8247;?;?;?;7050.705;6364.667;5949.4077;5742.08;?;?;?;?;3486.71;3192.7402;?;3030.3127;?;2642.4785;?;?;2180.2393;1936.5337;?;1707.0153;?;?;1538.5748;?;1573.5696;1576.6008;1481.3679;1452.2179;?;1439.0935;1266.6018;1247.1978;1255.2031;1198.7754;1123.0298;?;?;845.9411;?;771.93066;?;?;841.4824;?;928.73505;690.40985;734.06683;?;0
?;18.384;5.738;?;?;515;?;15776.603;15832.969;?;15727.293;15180.59;14697.255;13441.32;12942.797;?;?;?;9636.665;?;?;9410.991;?;8748.573;?;8335.972;8809.284;9513.431;?;?;8519.959;8331.92;?;?;7096.2036;?;6532.4243;?;5493.541;5086.9766;?;?;3718.7407;3852.503;?;3090.9836;2976.9504;?;?;2751.2454;2842.4521;?;?;?;6679.805;?;4822.7876;3942.155;3283.7656;2839.071;2555.0762;?;?;2219.3923;?;1781.3641;?;1688.6722;?;1587.4454;1494.9534;1421.2687;?;1008.932;1118.1729;1295.7969;1061.4297;?;?;972.0567;?;?;?;1038.1166;798.63586;?;?;741.7855;567.2725;?;?;672.8434;?;?;?;?;448.22397;615.6253;?;509.37656;?;0
?;?;?;?;?;135;?;13411.293;?;?;13879.935;?;12792.274;12124.996;11218.033;?;10079.87;9483.358;8964.821;8674.425;?;7916.0415;?;?;?;7632.4053;7688.566;?;?;7689.567;7585.461;?;?;?;?;6715.5317;?;?;5923.8706;?;?;4924.2974;?;?;4327.587;4185.961;4025.565;3852.1753;?;?;3600.5796;7734.1846;7468.188;?;?;?;?;4653.885;?;3728.8303;?;?;3288.1802;?;?;?;2649.3518;?;2380.7214;?;?;?;?;1870.7395;?;1738.2844;1668.4868;1588.6064;?;1499.6703;1367.8795;1337.184;?;1242.6453;1262.5474;1182.8383;1132.0254;1177.9729;?;?;?;?;?;938.5247;?;?;969.8912;?;?;?;?;0
3;?;?;?;?;56;78;12395.541;?;12329.458;12272.554;11856.272;?;?;?;?;?;?;?;8903.245;8455.605;?;?;?;7887.7646;7768.119;?;7747.4893;?;?;?;?;7159.4023;6907.841;6844.772;6591.9585;?;?;?;5775.5044;?;?;?;4786.9326;?;4272.5527;4225.8477;4053.4834;?;3901.021;3837.9863;7874.0024;7410.695;7107.008;6830.992;6034.768;5423.2876;4823.1377;?;?;3745.3438;3538.579;3423.5613;3231.9045;?;?;2835.445;?;?;2439.084;?;2228.0867;2115.6895;2034.7156;1978.8815;?;?;?;1692.7865;?;1607.5823;?;?;1467.8818;1432.2166;?;1299.3273;?;?;1231.3451;1258.5387;?;1187.2781;?;1170.0679;1144.5045;1103.8656;1080.8228;?;?;0;0
0;18.429;-10.004;?;?;377;?;25896.047;?;?;17620.395;13824.389;9761.634;6735.58;?;3710.1987;2290.6785;865.638;?;1350.7448;528.90607;?;844.6796;?;?;?;?;?;1159.0023;?;919.3442;?;1143.902;?;?;3201.227;?;?;?;?;?;?;7501.0576;8074.8823;7962.2515;8141.4526;8715.317;8113.581;?;?;8854.219;797.23065;1989.0875;?;3717.5007;?;?;?;?;?;?;?;6393.1196;6533.1733;?;5854.7056;5258.513;?;4430.4233;?;?;?;3906.1692;?;?;?;?;2906.7668;3028.3088;3110.9858;?;?;?;?;?;3471.691;?;3615.372;?;2983.778;3444.8213;3714.1267;?;?;3649.5344;?;?;3285.023;?;?;?;0
?;?;-6.111;?;973;?;535;?;?;10764.311;?;?;?;?;?;?;8449.825;8039.1826;8076.5356;7624.9478;?;?;6830.1743;?;?;?;6420.79;?;6467.793;?;6329.334;6270.34;6024.6826;?;?;?;5541.8267;?;5520.181;?;?;5364.8735;?;?;?;?;?;4810.9883;4797.7554;?;4576.194;6868.7905;?;5862.408;?;5440.693;5401.6357;5073.6597;?;4682.954;?;4176.9937;4162.5825;3972.4165;3911.18;3575.4285;3603.435;?;3368.18;?;3237.908;?;2970.5366;2957.9485;3036.9282;2842.574;2920.4272;2697.2444;?;?;?;?;2524.7979;?;?;?;?;?;2163.9607;2203.6672;2286.7512;2078.42;1876.1327;?;?;?;1736.7821;1761.0046;?;?;?;0
?;?;-7.649;1162;1288;884;978;10236.396;?;?;11520.092;?;10954.426;10636.993;?;?;7919.6216;7254.0537;6579.371;6746.868;5924.2886;5679.3257;5641.3354;5678.039;5704.302;?;5978.278;?;6000.928;?;5942.503;?;?;?;6365.5874;6328.0117;?;5676.6724;?;?;5350.748;5377.4814;5518.18;5010.6016;?;?;?;4734.1494;?;4258.7827;?;6066.5576;5936.925;5908.2715;?;5838.2227;?;5428.061;4621.9663;4785.1187;?;?;3956.1475;?;?;3765.541;3790.2976;3619.958;?;3416.9324;?;3671.1533;?;3312.5916;?;3475.424;3084.0916;?;?;3174.1213;?;2982.3828;?;3067.0903;?;2406.6802;?;?;2430.5837;?;2338.792;2255.5986;?;?;1859.4436;?;2135.8918;?;1925.2012;?;?;0
?;?;?;?;?;?;?;7390.1123;7454.1997;?;?;?;7749.698;?;?;?;10771.248;12045.732;?;12767.353;12827.183;?;?;11769.888;11147.299;?;?;?;9640.115;?;?;?;7777.708;7349.5244;7080.9106;?;6373.886;5725.281;?;?;4769.6157;4647.4307;?;?;?;3963.83;3689.796;?;3550.3025;3143.6965;3352.811;?;?;?;?;5549.2524;4564.469;?;3359.8506;3020.7449;3060.3442;?;?;?;2385.8535;2090.2415;2310.4692;2263.8828;2189.0046;2290.0657;?;?;?;?;2120.461;?;?;1766.7443;?;?;1796.3373;?;1748.576;1660.6191;1299.8685;1475.8085;?;?;?;1262.8981;1361.3905;1122.9838;1222.9932;1018.8995;?;?;786.83514;?;866.2317;762.08734;0;0
?;?;-47.297;284;?;140;?;16465.52;?;15737.152;?;?;?;?;12050.548;11534.689;?;10090.988;9675.1875;?;?;8710.973;?;?;?;8612.851;8678.619;8722.352;?;8882.734;8721.324;?;?;?;?;?;6657.6563;?;5409.1504;?;?;?;?;?;?;3379.2627;3221.2964;?;?;3020.3872;2772.5693;?;8428.747;?;6924.944;5716.103;4597.122;3866.409;?;3027.2263;2800.0728;2550.8765;2444.1008;2276.2869;?;2003.3896;1908.4796;1815.2644;1676.2701;?;1593.2622;1498.3491;1422.086;1332.2585;1300.0774;?;?;1115.3655;1057.7502;?;1023.90234;?;913.7557;866.3116;901.94653;?;829.0981;746.04724;?;?;?;732.59467;?;656.35144;?;666.5776;?;576.76843;?;?;0;0
2;18.468;-56.653;?;?;?;221;14505.099;13325.092;?;11453.974;?;11076.885;10479.597;?;10261.369;?;?;10323.733;?;?;?;9669.027;?;?;?;?;8581.758;?;7893.999;?;7103.2764;6923.6196;6645.5625;?;?;5738.696;5646.812;5385.38;?;?;?;4674.153;4788.1167;4582.6685;4360.5654;?;?;3989.4192;?;4008.3955;?;?;?;6120.1045;?;?;4658.2764;?;?;3566.1162;3221.2947;3041.5002;2739.1133;?;?;?;?;2117.595;?;1914.225;1931.3953;?;1791.6951;?;1726.2247;?;1536.6744;1472.1925;?;?;?;1370.2917;1299.807;1256.5792;1264.8291;1229.188;1101.215;?;?;?;?;812.6655;843.68536;?;?;?;?;667.36743;?;0;0
2;?;?;1970;?;1126;?;?;?;6318.286;?;?;?;8042.4;7834.001;?;?;7649.7666;?;8374.546;8618.989;?;7940.877;7851.972;?;?;?;?;7693.7554;?;7332.2876;?;?;?;6285.9404;6014.3945;?;6027.8613;4659.6396;4611.207;4952.554;?;?;?;4224.241;4103.375;4045.3213;4561.0957;3778.768;3757.5696;3764.5352;7703.672;?;?;?;5323.024;?;?;?;?;4227.4463;?;4002.8623;3976.7825;3922.6416;?;4090.6794;?;3819.4482;?;?;?;3496.4556;3628.0537;3715.316;3725.7583;?;?;3564.6545;?;3595.6924;?;?;?;3092.002;2890.6538;?;?;2527.16;2653.9902;3008.2092;2968.3665;2156.612;?;2511.2156;?;2215.242;2436.4812;?;?;0;0
?;?;?;1604;?;757;809;?;?;12127.832;11622.785;?;10383.49;9962.509;?;8942.601;9328.617;?;8130.5913;?;?;?;?;9584.814;?;8502.016;8640.518;8571.149;8051.444;7641.6377;?;?;?;?;?;6529.9824;?;?;5980.5225;6010.1655;?;?;5695.3315;?;?;4839.6274;?;?;?;?;?;8039.7427;?;?;?;?;5362.4595;4953.7085;?;?;3354.2769;?;3382.084;3076.018;2444.6895;2759.1724;2906.5208;?;2999.5012;?;2490.186;?;2440.3062;?;2569.7344;?;2148.045;1875.4828;1804.746;1770.1719;?;?;1437.6355;1544.693;?;?;?;?;?;?;1220.7004;1273.6493;?;?;988.29175;?;?;1050.9224;1003.04486;?;0;0
?;18.506;?;1124;1211;677;?;?;?;?;8931.216;?;9576.184;?;?;9355.483;?;9183.254;?;7984.5835;?;?;?;?;7520.104;?;7451.2017;?;7343.3916;7030.168;6841.49;6807.6807;?;?;?;6058.6064;?;?;?;5477.601;5563.0327;?;4862.22;?;?;?;?;?;?;3879.7112;3698.8618;7529.46;?;?;6320.143;5713.001;5172.9556;4754.155;?;?;3768.2705;3539.9302;3656.9983;?;3332.3027;3440.6392;3557.6174;?;?;3425.4805;?;3415.6313;?;?;?;?;?;2955.8376;2987.0867;?;?;2699.5964;2500.151;?;?;2575.3005;?;?;2202.0608;?;2227.5198;?;1790.5625;?;1998.9663;?;1960.4476;1674.2511;1697.7488;?;0;0
?;18.51;?;574;647;280;303;17299.893;?;16083.56;?;17477.035;?;18211.516;17742.465;?;15360.049;?;12596.042;?;?;10396.655;?;9227.089;?;8362.6875;?;?;?;7291.545;7102.544;?;6533.729;?;5813.477;?;4918.1626;?;?;?;3326.542;?;2895.896;?;?;?;2294.576;2204.308;?;?;1972.9498;?;7348.6113;?;5425.1665;?;?;2685.9258;2293.107;1973.1309;?;?;?;?;?;1557.3024;1648.7861;1661.5692;?;?;1556.3568;1405.8629;?;1356.8136;?;1136.6038;?;1191.9535;?;1095.8147;?;930.83777;?;?;883.1885;945.38464;?;660.46783;?;749.49243;?;612.2316;?;638.33813;490.02942;?;427.61673;401.33926;?;437.35922;0;0
?;18.524;?;?;884;?;?;?;?;9613.728;?;?;9916.688;9874.959;?;?;10804.099;?;?;11053.345;10701.315;?;10225.872;?;9351.421;9154.395;?;?;8335.097;?;?;?;?;6997.343;6731.856;?;?;?;5392.59;4848.4165;4791.9033;?;?;?;4072.3093;3697.78;?;3650.1487;3727.6975;?;?;?;?;7087.192;?;5438.646;?;4287.919;3654.9417;?;?;3114.9084;?;2714.2341;2601.1836;2501.6904;2549.6394;?;2467.557;2540.1917;2444.5862;2398.1467;2316.12;?;2191.4663;2211.4795;?;?;?;1935.5951;1928.7157;?;1676.7339;1593.7673;?;?;1515.7214;?;1498.5889;?;1297.2828;?;1373.6396;1239.2659;1205.6285;?;?;?;1127.7275;?;?;0
3;18.527;-6.036;?;943;481;?;34736.387;?;34748.82;29966.598;23261.822;14702.726;9419.142;?;2163.8264;565.38293;701.0641;?;1707.2407;-151.7691;457.8867;-297.13864;?;?;?;-221.81085;?;67.07729;-89.44396;?;?;1644.9502;?;?;?;3095.1035;?;?;?;?;?;?;4230.468;5487.467;?;4392.996;4975.738;?;?;5989.5757;?;656.69775;?;2555.3535;?;?;4238.1514;?;4488.123;?;?;5232.9507;?;?;2594.5916;?;?;3047.4834;?;?;?;?;?;?;3205.3113;?;3107.9539;3450.6858;2830.096;?;?;?;?;?;4766.832;?;4762.3486;4406.9116;4609.439;?;5235.323;?;5146.802;5289.2197;5624.3257;?;?;6035.6846;?;?;0
3;?;?;?;866;792;?;?;?;13854.82;?;12771.3545;?;?;10835.25;?;?;8407.071;?;7882.032;6913.2085;?;?;7194.5083;6854.1084;?;6931.6685;7069.844;?;?;?;?;?;?;6453.507;?;6748.392;?;?;?;?;5194.003;?;4990.6;?;5129.691;4512.7896;?;?;?;3890.583;7548.771;6317.947;?;?;?;5431.8267;?;4732.3984;4098.4146;?;3821.3237;3477.9917;3723.318;3315.869;2943.626;?;?;2648.134;?;?;?;2285.2068;2422.3513;?;?;1765.2759;1751.1681;?;1848.3904;?;1499.2738;?;?;?;1472.4507;?;?;?;1343.4825;?;?;?;?;?;?;1353.8298;1344.6616;1434.8818;1153.6017;?;0
3;18.543;?;1956;?;?;1187;10173.835;?;9401.548;9563.952;?;?;?;10346.612;11258.747;11568.362;?;11681.985;?;?;?;10449.729;10036.985;?;9425.719;?;8860.11;8012.1587;?;?;7525.6313;7038.531;6875.4976;6667.051;?;5656.452;?;5247.128;4975.802;?;4349.666;?;?;?;3751.653;?;3530.514;?;?;?;9065.537;?;?;6455.9927;5126.98;4884.5137;?;3678.4922;3103.4622;?;?;?;2333.2793;2541.5234;?;?;2273.6616;2460.1145;?;?;2305.694;2159.4858;2305.0854;2537.2253;?;?;?;1672.9595;?;?;?;1561.3087;?;?;1126.6841;?;1115.1344;?;?;1195.4701;?;1585.859;1179.2112;?;?;?;?;1064.0054;858.3253;0;0
?;?;5.556;452;?;167;263;?;?;?;9454.984;?;9898.732;9869.809;?;?;9185.941;8596.23;?;?;?;?;6962.781;?;6839.806;6732.1167;6704.411;?;?;6688.8613;?;6642.8784;?;?;?;6291.349;5978.1035;?;?;?;5064.8164;?;4679.3535;4512.5967;4312.609;?;4125.5674;3869.5095;3865.8416;3738.5828;?;6618.7505;?;?;?;?;?;4661.0806;4414.3667;?;4024.9895;?;?;?;?;3560.3545;3625.6404;?;?;?;3749.017;?;3543.4583;?;?;3450.332;?;3258.5503;?;3241.3535;3082.7075;2944.855;?;?;?;?;?;?;2472.7368;2332.9548;2420.6472;?;?;?;?;?;2065.3213;2037.8264;1992.6882;?;0;0
4;18.583;?;167;?;?;?;9135.759;?;8855.912;?;9199.908;?;?;?;?;?;11335.331;?;?;11318.965;10967.751;10729.95;10322.084;?;?;?;9012.89;?;?;7923.511;7554.3853;7214.2246;6917.505;6609.943;6157.6353;?;5582.382;?;4899.8145;4727.43;4471.8213;4288.6016;4193.4517;4017.4902;?;?;3641.6555;3568.2664;?;?;?;8354.41;7355.111;?;?;4581.0127;?;3620.2593;?;?;2930.774;?;2583.43;2484.4753;2426.491;2360.0193;2348.9985;?;?;2341.045;?;?;?;?;2196.868;?;?;?;1993.4626;1918.1244;1869.3032;1789.0974;?;1691.351;?;1509.0879;?;1466.6835;1359.8075;?;?;1270.6953;?;?;1200.7476;1119.0984;1102.5763;1067.9464;927.1493;?;0
4;?;8.789;103;131;93;?;16789.664;?;15634.81;14643.99;14040.307;?;?;11716.628;11102.838;10708.091;?;?;?;9310.924;?;?;?;8109.2188;7925.124;?;?;?;7105.6504;6901.229;6545.7056;6551.8364;6160.6733;?;5794.3486;?;?;?;?;4983.074;4737.9814;4623.631;?;?;?;4354.7485;4267.5913;?;?;4004.4497;?;?;?;5984.5044;5316.2646;4951.9727;4560.5396;?;3918.6665;?;?;3040.0522;2776.0796;2625.8801;?;?;?;?;?;?;?;?;1639.7112;?;1565.3766;?;1409.5791;1312.1671;1320.0314;?;1193.1605;1235.0037;?;1159.1105;1048.1649;1010.234;1007.9644;?;?;?;868.20593;?;?;740.94476;?;615.945;640.89233;?;?;0;0
0;?;-4.872;?;1360;?;?;?;?;?;?;11898.5;11378.488;10938.492;?;?;9528.414;8999.746;8545.272;8250.816;?;?;7579.8735;?;7702.3345;?;7068.45;7136.2554;?;?;6944.0703;6883.9014;?;?;6505.609;?;?;?;6155.9688;5991.115;?;?;?;?;4449.814;4447.9004;4505.6294;4332.0845;4347.6387;?;?;?;?;6823.9824;6696.0005;6042.8276;?;4826.4277;?;4191.5825;4164.984;?;3653.4324;3555.4043;?;?;2957.0461;?;2680.6133;2406.3406;2440.4043;?;2205.887;?;2032.3455;2010.9901;?;?;1876.9554;1600.9521;1700.2081;1713.6233;?;?;1513.7426;?;?;1389.3342;?;1360.6135;?;?;1183.5947;?;?;?;1227.6154;1134.5847;?;1178.309;?;0
3;18.623;-0.359;608;653;372;460;?;?;10339.088;10074.2705;10233.123;?;?;?;10702.04;10294.615;10161.263;?;?;8963.111;8684.799;?;8551.855;8457.426;8151.7563;?;7925.27;?;7712.5283;7764.3237;7495.256;?;?;6821.703;6345.983;5941.069;6131.092;5627.989;5287.0425;5029.4624;4768.461;4645.6377;4497.6978;4223.013;?;3928.3044;3830.631;3727.2537;3658.1384;?;?;?;?;?;5758.3486;?;4469.3213;?;3905.6807;3614.2476;?;3248.5066;?;?;?;2838.4712;?;2731.3315;2819.4111;?;2639.3984;2681.8992;?;2489.506;2455.5845;2379.4385;?;?;?;2136.7578;2042.4572;?;?;1785.941;1792.2067;1764.2333;1617.52;?;1583.3566;?;?;1422.0364;?;?;?;1178.2208;1210.9368;1128.3339;?;?;0
4;?;-37.533;896;867;496;495;18131.697;16928.873;?;?;13212.743;?;11696.439;?;10518.372;9990.007;9708.404;9472.559;?;?;8784.818;8320.037;8074.1606;?;7966.4717;?;?;7451.59;6954.879;?;6552.5063;6433.898;?;?;?;?;?;5451.393;?;?;?;?;?;?;4650.4146;4643.147;4317.446;4568.889;?;3995.0742;?;?;?;5786.0566;?;4924.425;4572.2183;?;3965.3198;?;?;2980.3318;2520.6492;2413.226;?;?;2128.7646;?;1899.9799;1902.0116;1703.0352;1671.2328;1776.7517;?;?;?;1402.7526;1189.8413;?;1380.9707;?;?;1112.4036;?;?;985.13525;?;?;?;?;806.18396;?;814.2082;?;776.45734;?;430.22867;611.3646;?;0;0
?;18.662;17.636;?;?;88;?;14709.543;15028.586;14922.026;14551.932;?;13543.689;12590.491;?;11541.417;?;10350.001;?;?;9020.363;8647.343;?;?;8162.96;8200.434;8306.072;8260.252;?;?;8166.7446;?;7641.9575;?;7052.057;6650.33;6447.026;?;5739.014;5300.9507;?;?;?;4027.3562;?;3573.8494;?;3365.7273;3256.3687;3192.4521;3139.1406;?;?;7512.6274;6769.878;5908.9575;?;4162.8066;?;3272.3418;?;?;?;?;?;2227.256;2152.2332;2037.8177;?;?;?;?;?;1558.5999;1488.0367;1402.3187;?;?;1242.0538;?;?;?;1103.4932;1066.1857;?;?;?;?;931.05945;?;860.9155;876.57684;?;810.9477;?;?;754.88007;743.2507;?;615.4692;0;0
4;?;-2.341;?;144;47;64;15920.852;16174.178;16136.95;?;15020.685;?;13149.509;12639.1875;?;?;?;9687.159;8867.51;8610.072;8335.847;?;7902.2476;?;7691.8906;7697.5483;?;7568.475;7547.211;7362.359;?;?;6939.2256;6682.3643;?;6165.1455;?;?;5398.922;?;?;4515.4556;4346.578;?;3885.216;3802.9756;?;?;3494.2878;?;?;?;?;?;5761.992;?;4338.772;?;3419.5522;3126.8296;?;?;2637.541;?;2309.1907;?;2106.0337;?;?;?;1724.8713;?;1533.5098;?;?;?;?;?;?;?;?;1028.1583;?;?;909.8764;872.6842;888.89276;?;822.87616;?;785.24396;?;717.59393;?;688.3383;?;672.44714;?;529.75574;0;0
?;?;?;?;819;405;?;?;11434.578;10946.069;9774.13;?;9243.121;?;?;8290.619;8839.508;?;8669.199;9132.713;8664.492;8851.718;8387.532;8593.478;8489.743;8349.979;?;7700.7275;7864.0215;?;7915.6587;?;7079.6367;?;?;6148.0547;?;5820.7217;?;?;?;?;?;?;5332.076;5311.3076;5393.3335;?;5016.774;4610.2485;?;7936.785;?;?;6593.841;?;?;5416.782;?;?;4171.9224;4017.3242;?;?;?;2845.1707;?;?;2417.7778;?;?;?;2299.3284;?;?;?;?;2149.552;2155.405;1910.3093;2096.3926;1966.116;1982.6865;2086.0342;?;?;?;?;?;?;?;1048.2566;1255.7931;?;?;?;?;?;?;866.57306;?;0
?;?;?;334;389;?;?;7624.1733;7621.273;?;?;?;?;?;9867.657;?;?;?;?;?;?;?;11457.165;11374.572;10807.3545;?;10020.095;?;?;8707.141;?;?;?;?;6603.2603;6082.9194;?;5404.0854;4959.878;?;4355.8696;?;3829.3333;3734.969;?;?;3254.3315;3228.0906;3132.4316;3016.7532;3007.8909;?;?;?;?;5019.9194;?;3832.8904;?;3149.3367;2946.4575;?;2723.6914;?;2435.6052;2434.452;2419.969;2520.3245;?;2414.0176;?;?;?;?;2396.8655;?;?;?;2183.3958;2141.0735;1967.9224;1938.973;1891.3425;1766.287;1709.3308;1606.9906;1582.0957;?;?;?;1366.4487;1425.7069;1304.7343;1230.4976;?;?;1178.724;1079.1483;1030.3131;?;0;1
