attr1,attr2,attr3,attr4,attr5,attr7,attr8,attr9,attr10,attr11,attr12,attr13,attr14,attr15,attr16,attr17,attr18,attr19,attr20,attr21,attr22,attr24,attr25,attr26,attr27,attr28,attr29,attr30,attr31,attr32,attr33,attr34,attr35,attr36,attr37,attr38,attr39,attr40,attr41,attr42,attr43,attr44,attr45,attr47,attr48,attr49,attr6,attr23,attr46,outcome
?,?,511.22,?,?,?,?,2116.5,0.38,43.2,0.51,0.64,0.78,?,?,6.7,?,0.67,0.5,0.64,123.47,?,2036.8,-0.71,?,2.72,13.54,-5.97,?,?,0.0,?,?,?,0.02,49.01,?,?,?,0.0,?,0.0,0.0,?,?,?,?,?,?,0
?,166.0,?,?,?,?,?,?,0.24,?,?,0.36,0.7,0.19,?,?,?,0.83,?,?,123.47,0.25,2036.8,-0.71,2.96,?,3.36,-5.63,?,2.91,?,?,43.0,?,0.01,?,143.0,?,0.0,?,?,?,0.0,?,?,?,233437,?,?,0
?,178.0,?,2031.51,109.0,?,?,?,?,115.7,?,0.35,0.67,0.23,0.44,?,12.89,?,0.25,?,123.47,0.24,2036.8,?,2.96,0.87,4.12,-5.91,?,?,?,?,32.0,1800.0,0.01,?,143.0,?,0.0,0.0,?,?,0.0,16068.46,?,?,?,?,0.0,0
48.0,?,?,?,?,29.91,?,1710.5,?,?,?,?,0.86,0.2,?,22.85,?,?,0.26,0.39,123.47,?,2036.8,-0.71,2.96,1.0,?,-5.18,?,?,?,2.9,27.0,1440.0,0.01,26.01,?,?,?,0.0,?,0.0,0.0,17967.09,?,?,?,0.0,0.0,0
?,?,54.06,162.34,?,29.92,15.81,1752.0,0.53,?,0.54,0.74,0.94,0.51,0.42,?,?,?,0.52,0.73,123.47,?,2036.8,-0.71,?,2.51,10.09,-6.13,-0.66,?,0.0,?,28.0,1620.0,?,35.21,?,?,536.92,382.43,?,?,3.07,17444.15,?,?,?,0.0,0.0,0
?,?,?,?,140.0,27.82,?,5003.5,0.28,?,?,0.3,?,?,?,25.45,17.13,?,?,?,?,?,2036.8,-0.71,2.96,0.89,?,-6.28,?,?,0.0,?,75.0,4320.0,0.01,51.75,?,?,?,?,0.0,?,?,?,?,?,483750,0.0,0.0,0
?,?,?,?,35.0,?,?,?,0.28,?,0.39,0.53,?,0.33,0.63,15.05,6.68,?,0.32,0.46,123.47,?,2036.8,-0.71,?,0.53,?,-5.58,?,?,0.0,?,?,?,0.01,12.58,?,?,427.57,?,130.25,?,3.28,13338.82,?,?,77343,?,?,0
52.0,134.0,665.13,1200.54,?,26.29,7.3,1642.0,0.28,114.8,0.39,0.57,1.03,0.24,0.79,18.42,9.45,?,0.29,?,123.47,?,2036.8,-0.71,2.96,0.91,4.16,-7.18,?,?,?,?,26.0,1440.0,0.01,14.31,?,86.0,?,414.2,?,?,1.55,15226.83,?,?,?,0.0,0.0,0
?,52.0,?,?,114.0,?,?,?,0.24,?,0.36,0.51,0.84,0.24,0.6,18.19,?,0.74,0.29,?,123.47,?,2036.8,?,2.96,?,?,-6.01,?,?,0.0,?,13.0,?,0.01,10.6,?,?,0.0,0.0,0.0,?,?,?,?,?,?,0.0,0.0,1
?,?,320.78,?,?,?,7.22,1258.0,?,?,0.41,0.49,?,0.27,0.42,13.47,6.11,0.64,0.35,0.47,123.47,?,2036.8,-0.71,?,?,?,-5.66,-0.51,?,?,2.64,?,1080.0,0.01,?,?,?,?,?,175.43,?,1.83,?,?,15.34,?,?,0.0,0
?,?,1020.17,?,86.0,?,14.88,?,0.47,80.9,0.38,0.55,0.78,0.22,0.56,?,?,0.85,0.35,0.52,123.47,?,2036.8,-0.71,2.96,3.25,15.4,-4.97,-0.28,2.6,?,2.6,32.0,1710.0,?,23.84,?,?,?,0.0,?,0.0,0.0,18371.79,?,?,156093,?,?,0
56.0,124.0,254.7,?,151.0,?,6.97,2350.5,0.23,?,0.28,?,0.72,?,?,21.76,?,?,?,?,123.47,?,2036.8,-0.71,?,?,3.83,-7.05,-0.79,?,0.0,?,?,2160.0,?,?,?,?,0.0,0.0,?,?,0.0,?,?,?,174375,?,0.0,0
?,77.0,135.22,?,155.0,?,10.36,1598.0,0.39,?,0.44,0.59,0.95,0.43,?,12.08,4.39,0.72,0.38,0.53,?,?,2036.8,-0.71,2.96,?,5.32,-5.58,?,?,0.0,?,?,1440.0,0.01,23.58,?,?,?,?,?,?,0.0,6865.59,?,?,?,?,?,0
58.0,72.0,?,810.18,?,?,?,?,0.25,?,0.34,0.4,0.68,0.17,0.51,?,?,?,0.31,?,123.47,?,2036.8,-0.71,2.96,?,2.27,-6.67,-0.4,?,?,?,31.0,1710.0,?,26.92,?,?,592.93,?,?,?,4.59,17307.38,36.0,?,?,?,0.0,0
59.0,?,?,343.17,?,?,?,?,0.34,?,0.33,0.43,0.63,0.24,?,13.33,?,?,0.33,0.41,123.47,?,2036.8,-0.71,2.96,1.2,4.4,-5.68,-0.42,?,0.0,?,?,?,0.02,?,?,?,?,?,?,?,?,14032.43,?,?,97031,?,0.0,0
60.0,?,?,?,140.0,?,?,?,0.36,?,0.51,0.75,0.87,0.58,0.29,?,?,0.82,0.44,0.73,123.47,?,2036.8,-0.71,2.96,?,6.59,-6.6,?,?,0.0,?,20.0,?,0.02,?,?,?,?,?,?,?,?,15305.54,?,?,71718,?,0.0,0
?,164.0,292.41,563.41,?,?,22.16,2191.5,0.63,?,0.53,0.62,0.79,0.47,?,6.37,?,?,0.48,0.6,123.47,?,2036.8,-0.71,2.96,2.15,9.24,-6.1,?,?,?,?,39.0,?,0.01,?,?,?,?,?,?,96.53,?,13750.72,?,?,230625,0.0,?,0
?,121.0,1053.35,?,91.0,?,?,?,0.38,71.4,0.41,0.55,?,0.28,0.45,?,5.63,?,0.35,?,123.47,0.25,2036.8,-0.71,?,3.6,21.59,-5.79,?,?,?,?,42.0,?,?,33.33,?,?,0.0,?,0.0,?,?,20571.08,?,?,170156,0.0,?,0
?,59.0,1253.2,?,76.0,29.51,?,1664.0,?,49.9,?,0.46,0.64,0.26,0.39,?,?,0.8,0.31,0.43,123.47,0.24,2036.8,-0.71,2.96,0.65,?,-4.03,-0.34,?,?,?,31.0,1800.0,0.02,?,?,?,582.16,201.94,99.48,?,5.85,26008.35,?,?,?,?,?,0
?,75.0,1054.0,?,131.0,?,?,1845.0,0.22,?,0.48,?,?,0.41,0.43,17.59,3.34,?,0.39,0.63,123.47,?,2036.8,-0.71,2.96,?,4.49,-5.59,-0.48,2.59,0.0,?,?,?,0.02,32.28,?,?,0.0,?,0.0,?,?,24897.96,?,?,105468,?,0.0,0
65.0,?,?,?,?,?,24.69,?,0.72,94.2,?,0.75,1.0,?,?,?,2.49,?,0.47,0.68,?,?,2036.8,?,?,2.18,7.59,-7.03,?,?,0.0,2.92,?,2610.0,0.01,31.2,?,?,?,?,?,?,0.0,7971.74,?,?,?,?,?,0
?,?,867.9,?,36.0,27.0,16.51,1198.5,0.61,85.7,0.59,0.78,0.89,0.65,0.24,19.16,2.74,?,0.43,0.71,123.47,?,2036.8,-0.71,2.96,5.58,39.05,-6.5,?,?,?,?,?,?,?,13.99,?,?,?,?,?,?,0.0,?,?,?,102656,?,0.0,0
?,?,566.78,?,142.0,?,?,?,?,?,?,0.3,?,?,0.25,20.29,12.78,?,0.24,0.3,123.47,?,2036.8,-0.71,2.96,0.3,2.62,-6.17,?,?,?,?,19.0,1170.0,0.02,26.19,?,?,?,0.0,?,0.0,?,?,?,?,?,?,0.0,0
?,58.0,?,139.19,?,?,?,?,0.57,54.2,0.59,0.79,0.98,0.58,0.4,10.96,2.07,?,0.51,0.77,123.47,0.21,2036.8,?,?,5.72,39.42,-5.83,-0.34,?,?,?,?,?,?,?,?,?,?,273.0,?,?,8.97,17304.8,?,?,81562,?,?,0
?,?,?,?,127.0,?,?,1679.5,?,62.8,?,?,?,?,0.34,?,?,0.83,0.25,0.3,123.47,?,2036.8,-0.71,2.96,?,4.74,-7.14,?,?,?,2.92,?,?,0.02,?,?,?,0.0,?,0.0,?,?,?,?,?,105468,?,0.0,0
70.0,57.0,1052.3,?,144.0,?,?,?,?,?,0.35,0.51,0.79,0.22,0.56,21.43,?,?,?,0.44,123.47,0.22,2036.8,-0.71,?,?,?,-5.87,?,?,?,?,23.0,?,0.02,?,?,?,0.0,0.0,?,?,0.0,20961.4,36.81,?,?,?,0.0,0
?,?,639.06,?,?,25.93,5.51,1264.5,0.21,?,0.37,0.5,0.79,0.28,?,20.07,?,?,0.29,0.42,123.47,0.21,2036.8,?,2.96,0.47,3.42,-7.08,?,?,?,2.61,?,1080.0,?,16.24,143.0,?,?,265.17,176.78,?,?,?,?,?,98437,0.0,0.0,0
?,57.0,?,?,?,?,?,?,0.25,70.0,?,?,0.66,?,0.42,?,?,0.79,?,?,123.47,?,2036.8,-0.71,2.96,?,4.72,-5.55,?,?,0.0,2.59,?,990.0,0.01,16.37,?,?,?,0.0,?,?,0.0,26700.6,?,?,80156,0.0,0.0,1
73.0,58.0,241.4,1412.16,130.0,?,7.64,1311.0,0.25,?,0.31,0.37,0.62,0.19,?,19.47,?,0.82,0.28,0.34,123.47,?,2036.8,-0.71,2.96,1.25,5.83,-7.06,?,?,0.0,?,?,?,?,21.07,?,?,?,0.0,?,?,0.0,6835.41,?,?,81562,0.0,0.0,0
74.0,?,680.7,?,161.0,?,6.09,?,0.21,?,0.24,?,0.56,0.22,?,26.94,14.83,0.78,?,0.3,123.47,?,2036.8,-0.71,2.96,?,3.02,-7.26,?,2.91,0.0,2.91,?,1620.0,0.02,21.39,?,?,0.0,?,?,?,0.0,?,?,?,?,0.0,0.0,0
?,735.0,?,?,?,42.16,?,?,?,276.0,0.34,0.41,0.64,0.2,?,26.35,13.1,?,0.26,0.34,?,?,?,?,?,?,5.76,?,-0.36,1.22,0.0,1.22,133.0,?,?,78.14,?,?,3936.41,?,1229.26,460.42,?,15857.96,?,7.24,5953500,0.0,0.0,1
2.0,232.0,?,283.29,?,?,?,10041.0,0.22,187.2,0.27,?,?,?,0.43,?,12.86,?,0.23,?,?,0.9,?,?,4.66,0.78,3.83,-4.01,-0.4,?,?,1.22,55.0,2880.0,0.0,53.65,?,?,3120.29,849.06,?,204.55,6.93,18249.26,65.86,7.45,?,?,0.0,0
?,323.0,361.68,276.56,42.0,?,?,8770.0,0.32,298.3,?,?,0.57,0.23,0.34,24.37,12.11,?,?,?,?,?,204.34,?,4.66,1.08,4.35,-3.87,-0.25,1.22,0.0,?,?,?,0.0,?,99.0,67.0,2930.19,1659.52,?,349.26,3.9,?,65.84,?,2616300,0.0,?,1
?,?,?,560.03,167.0,?,13.98,?,0.31,149.6,0.31,0.37,0.6,0.21,0.39,?,8.11,0.33,0.3,0.38,47.66,0.96,204.34,?,4.66,0.96,3.81,-3.4,-0.38,1.22,0.0,1.22,?,4140.0,?,?,?,67.0,3623.55,?,?,157.02,?,10769.64,66.17,6.74,1782000,?,?,0
?,?,322.81,267.26,31.0,46.14,?,?,?,?,0.31,0.36,0.61,0.26,?,14.69,?,0.33,0.3,0.36,47.66,0.97,204.34,?,?,?,4.07,?,?,?,?,1.22,?,3150.0,?,68.66,99.0,67.0,2222.84,1451.21,636.65,380.86,?,?,65.81,?,1125900,0.0,?,0
?,125.0,19.71,?,90.0,?,13.26,4880.0,0.28,207.5,0.26,?,?,0.13,0.36,21.72,?,?,?,0.3,?,0.99,?,?,4.66,?,?,-2.0,-0.25,1.22,0.0,1.22,31.0,?,?,23.52,99.0,?,?,?,570.0,?,?,11858.75,65.68,6.27,1012500,0.0,0.0,0
?,29.0,?,601.66,?,49.59,?,?,?,122.6,0.25,0.26,0.33,?,?,?,?,?,?,0.26,?,1.04,204.34,0.97,?,?,?,-2.37,?,1.09,?,?,?,540.0,0.0,?,?,?,900.0,?,?,?,?,4265.47,?,6.08,234900,?,0.0,0
?,?,?,488.4,145.0,53.5,?,2022.0,?,120.2,?,?,0.33,0.15,0.18,?,16.58,?,0.23,?,47.66,1.12,?,?,?,?,?,?,?,1.22,?,1.22,7.0,?,0.0,?,?,?,?,?,?,?,10.88,?,65.99,6.08,243000,0.0,0.0,0
?,39.0,130.46,570.36,18.0,50.0,?,2488.0,0.19,?,?,?,?,0.23,?,?,14.8,?,?,0.26,?,1.05,?,?,?,?,?,?,-0.52,?,0.0,1.09,16.0,?,?,?,99.0,?,?,284.6,?,70.72,6.59,?,?,?,315900,?,?,0
?,36.0,?,106.5,?,?,?,?,0.2,?,0.26,0.3,?,0.25,?,18.11,12.11,?,0.25,0.29,47.66,?,204.34,0.97,4.66,0.09,?,-2.49,?,?,0.0,1.24,12.0,?,0.0,13.08,?,67.0,636.4,?,229.1,56.92,2.78,16379.91,65.49,6.54,291600,0.0,0.0,0
?,?,?,242.59,161.0,52.63,11.54,4748.0,?,162.1,0.23,0.24,?,?,?,29.43,19.27,0.38,0.21,?,47.66,1.1,?,?,4.66,0.55,?,?,?,1.23,0.0,?,?,?,?,?,?,?,?,655.21,?,179.03,?,12293.23,?,6.29,769500,0.0,?,1
?,240.0,450.55,268.9,?,?,20.6,?,0.42,306.8,0.3,0.42,0.57,?,0.32,?,?,0.36,?,?,47.66,1.03,?,0.97,4.66,1.43,4.99,-3.88,?,1.23,?,?,47.0,2610.0,?,20.65,?,?,2355.53,1094.9,725.34,261.61,3.25,21055.4,65.86,7.61,1944000,?,?,0
?,?,?,483.7,51.0,?,10.31,2255.0,?,132.9,0.28,0.34,0.88,0.16,0.72,27.61,?,?,0.26,0.33,?,1.12,204.34,?,4.66,0.17,4.58,-1.67,?,?,?,1.22,14.0,810.0,0.0,?,?,?,900.0,254.56,175.01,94.7,5.14,?,65.97,6.0,299700,0.0,0.0,0
?,?,?,188.99,?,48.53,12.04,4605.0,0.25,?,0.28,?,0.51,0.24,0.28,17.66,8.87,0.35,?,?,?,1.02,?,?,4.66,0.77,3.36,?,-0.26,?,?,1.1,33.0,1890.0,?,33.56,99.0,67.0,?,?,331.59,185.94,3.4,13669.58,65.68,7.11,631800,0.0,?,0
?,?,?,?,?,?,15.78,?,?,220.8,?,0.31,?,0.15,0.35,23.09,13.47,?,?,?,?,0.96,204.34,?,?,?,?,?,-0.41,1.21,?,1.21,?,?,?,?,99.0,?,1642.35,655.21,?,167.88,?,5961.2,66.24,6.06,?,0.0,0.0,0
?,91.0,?,370.88,?,54.81,10.23,4155.0,?,177.4,?,?,0.32,0.16,?,36.48,22.87,0.4,?,?,?,1.15,204.34,?,?,?,?,-1.73,-0.24,?,?,1.22,24.0,1350.0,?,23.42,?,?,1440.0,720.0,410.62,239.18,?,9299.19,65.83,?,?,0.0,0.0,0
?,?,?,276.79,168.0,?,8.42,1498.0,?,?,?,0.42,0.5,?,0.13,20.97,6.4,?,0.29,0.41,47.66,0.87,?,0.97,4.66,1.29,?,-4.36,-0.55,?,?,1.22,?,?,0.0,11.54,99.0,67.0,?,?,?,80.98,3.4,22398.91,65.88,?,194400,?,0.0,0
?,18.0,?,111.44,169.0,54.94,10.51,?,0.19,105.1,?,?,?,?,?,?,?,0.4,?,?,?,1.15,?,?,4.66,0.78,?,?,?,1.24,0.0,1.24,15.0,810.0,?,?,?,67.0,?,180.0,101.25,57.68,?,?,65.58,?,145800,?,0.0,0
?,?,59.83,?,101.0,50.76,16.49,1969.0,?,?,0.27,?,?,?,0.18,18.41,?,?,0.28,0.31,?,?,?,0.97,4.66,1.62,?,?,?,?,0.0,?,15.0,810.0,?,16.5,?,67.0,?,?,?,68.03,4.12,?,66.03,?,234900,?,0.0,0
?,?,?,?,75.0,50.29,?,?,0.2,117.5,?,0.26,?,?,?,?,16.61,?,0.2,?,47.66,1.06,?,?,4.66,?,?,?,-0.06,1.09,0.0,1.09,19.0,1170.0,?,28.73,99.0,?,1484.32,284.6,?,?,?,?,?,5.93,396900,?,?,0
?,?,?,659.04,?,48.25,18.26,3435.0,0.38,179.2,0.3,0.34,0.47,0.24,0.23,?,8.25,0.35,0.32,0.36,?,1.01,?,?,4.66,?,?,?,-0.3,1.21,?,1.21,18.0,?,?,?,?,67.0,1298.0,?,?,131.81,3.77,?,66.29,6.55,615600,?,?,0
?,69.0,?,597.68,174.0,?,13.32,3901.0,?,143.3,0.27,0.31,0.41,?,0.21,17.88,11.26,?,0.27,0.31,?,0.97,204.34,0.97,?,?,?,-2.67,-0.31,1.21,0.0,1.21,25.0,?,?,27.23,?,67.0,?,?,?,168.37,?,?,?,?,558900,0.0,0.0,0
?,25.0,?,?,107.0,?,14.91,1625.0,0.28,124.6,0.26,?,0.33,?,0.11,22.91,?,?,0.24,?,?,1.1,204.34,?,4.66,0.72,?,?,-0.19,1.1,?,1.1,9.0,?,?,?,?,67.0,?,?,135.0,68.03,?,12011.61,65.69,6.22,?,?,0.0,0
?,61.0,?,465.15,?,48.1,?,3128.0,?,158.0,?,0.3,0.41,0.22,?,21.64,11.55,0.35,?,?,47.66,1.01,204.34,?,4.66,?,?,?,-0.24,1.09,?,?,?,?,0.0,?,?,?,1080.0,630.0,375.0,187.35,2.88,5989.12,65.95,6.07,494100,?,0.0,0
25.0,?,192.34,?,148.0,50.18,?,2620.0,?,117.5,?,?,?,?,?,22.6,11.87,?,0.24,?,47.66,1.05,?,?,?,0.94,?,?,-0.44,?,?,1.22,?,1170.0,0.0,?,99.0,?,1173.46,?,?,104.09,9.3,?,66.11,?,307800,0.0,?,0
?,49.0,?,389.33,?,44.69,12.49,?,0.28,?,0.31,0.34,0.42,?,?,22.94,?,?,0.26,0.32,47.66,0.94,?,0.97,4.66,1.09,4.35,-2.15,-0.19,1.22,?,1.22,?,900.0,?,14.55,?,67.0,?,509.12,?,165.95,1.79,?,?,6.19,?,0.0,?,0
?,?,?,?,154.0,?,?,1154.0,?,?,?,?,?,?,?,24.87,15.51,0.35,0.22,0.26,?,1.01,?,?,4.66,0.18,?,-1.95,?,1.09,0.01,?,5.0,450.0,?,?,?,67.0,484.66,284.6,182.92,?,2.65,?,66.22,?,?,0.0,?,0
?,31.0,?,221.13,142.0,?,13.41,2276.0,0.29,?,0.29,0.37,0.49,?,0.29,?,?,0.34,0.28,0.37,47.66,0.97,?,?,?,0.49,2.49,?,-0.29,1.23,?,1.23,?,990.0,?,?,?,?,?,254.56,70.71,92.47,?,13758.25,?,7.12,?,?,0.0,0
?,33.0,?,618.18,49.0,51.21,13.52,?,0.26,110.5,?,0.28,?,0.22,?,?,13.78,0.37,?,?,47.66,1.07,?,?,?,0.79,?,?,-0.2,1.09,0.0,1.09,18.0,1080.0,?,21.89,99.0,?,829.76,?,145.46,136.07,5.7,4840.78,66.19,6.19,?,?,?,0
30.0,23.0,?,172.78,?,52.3,?,1805.0,?,103.2,0.24,0.29,?,?,?,21.15,12.46,?,?,0.29,?,1.1,?,?,4.66,?,3.74,?,-0.42,1.23,?,1.23,?,810.0,?,?,99.0,?,900.0,127.28,95.46,?,9.43,14000.97,65.66,7.13,186300,0.0,?,0
31.0,36.0,284.64,?,?,50.06,15.48,?,0.31,?,0.3,0.32,?,0.22,?,?,?,0.36,0.28,0.32,47.66,1.05,204.34,0.97,?,?,6.09,-3.08,-0.23,1.09,0.0,1.09,?,?,?,?,?,?,?,569.21,?,233.65,?,12998.43,66.3,6.71,291600,?,?,0
32.0,24.0,5.83,581.67,160.0,47.75,14.55,?,0.3,?,0.32,?,0.95,0.19,0.76,?,?,?,?,0.36,?,1.0,204.34,?,4.66,0.97,6.07,?,?,1.09,?,1.09,12.0,?,?,?,99.0,67.0,?,201.25,151.56,51.73,4.9,?,?,5.9,194400,?,?,0
?,?,122.83,?,76.0,50.33,?,?,?,?,0.29,0.3,0.37,?,?,?,?,0.36,?,0.3,?,1.06,?,?,4.66,?,1.91,?,-0.18,1.09,0.0,1.09,?,?,0.01,?,99.0,?,569.21,90.0,?,?,?,?,66.14,?,97200,?,?,0
34.0,18.0,?,384.28,125.0,53.22,9.37,1535.0,?,95.0,?,?,?,?,0.12,25.06,17.75,?,?,0.24,47.66,1.12,204.34,0.97,?,?,?,?,-0.28,1.22,?,1.22,13.0,900.0,0.01,?,99.0,?,?,127.28,?,?,?,8654.28,65.85,6.13,145800,?,?,0
?,?,257.33,?,170.0,?,10.75,?,?,94.6,0.26,?,0.33,?,?,?,?,?,0.26,0.28,?,1.06,?,?,4.66,?,1.63,?,?,1.23,?,?,?,540.0,0.01,?,99.0,67.0,458.91,90.0,72.0,?,?,?,?,7.09,97200,0.0,?,0
?,22.0,?,?,33.0,?,?,1535.0,0.22,?,0.22,?,0.34,0.15,0.19,26.67,?,?,0.23,?,?,1.01,204.34,0.97,4.66,?,?,-2.5,-0.34,?,?,1.09,10.0,?,?,?,?,?,649.0,?,106.07,?,?,?,?,?,178200,?,0.0,0
?,?,?,?,?,?,8.45,1477.0,0.18,153.6,0.25,0.29,0.34,?,0.13,24.01,?,?,?,?,?,1.0,?,?,4.66,?,?,?,?,?,0.0,1.22,12.0,720.0,?,?,?,67.0,?,270.0,?,?,3.88,?,?,?,226800,0.0,0.0,0
?,?,135.14,542.71,130.0,53.19,18.94,?,0.36,?,0.32,0.34,?,0.26,?,11.5,8.86,?,0.33,?,?,?,?,0.97,4.66,0.98,2.91,?,?,1.22,?,1.22,13.0,810.0,?,?,?,?,?,?,72.73,?,?,5304.05,66.1,?,?,0.0,?,0
39.0,?,?,619.21,?,?,?,2768.0,0.3,?,0.23,0.28,0.42,?,0.25,?,?,?,0.24,?,?,?,204.34,?,?,0.5,2.72,?,-0.2,1.21,0.0,1.21,?,?,?,16.31,?,?,?,?,327.22,?,?,?,?,5.97,469800,?,0.0,0
?,?,189.5,?,?,47.25,12.14,831.0,0.26,?,0.3,0.34,?,0.29,?,?,?,?,0.3,?,47.66,?,?,0.97,4.66,0.15,?,?,?,1.1,0.0,?,8.0,450.0,?,7.1,?,?,254.56,?,63.64,?,4.0,14134.64,65.8,6.76,97200,0.0,0.0,0
?,?,?,479.31,?,?,13.45,2477.0,?,147.2,0.26,0.3,0.41,0.2,?,?,12.99,?,0.25,?,?,?,?,?,4.66,?,?,?,?,1.22,?,1.22,18.0,1170.0,?,?,?,67.0,?,603.74,?,150.98,?,?,65.97,6.06,364500,?,0.0,0
?,?,?,512.55,?,?,13.21,2080.0,?,128.5,0.25,0.33,?,0.23,?,19.36,?,?,0.25,0.32,?,?,?,0.97,?,0.46,2.4,-2.84,?,1.22,?,1.22,11.0,720.0,?,16.19,99.0,67.0,?,?,163.64,?,4.73,?,66.07,?,267300,?,0.0,0
?,?,?,581.21,116.0,?,14.86,1461.0,?,133.1,0.35,?,0.44,0.29,?,?,?,?,0.33,0.38,?,?,?,0.97,?,0.63,?,?,-0.31,1.09,0.0,1.09,?,?,0.0,10.98,?,?,?,402.49,?,117.95,?,10887.33,?,6.74,194400,?,?,0
?,30.0,151.03,?,126.0,52.4,14.4,?,?,?,0.29,0.34,0.42,0.24,?,14.66,?,?,0.28,0.34,?,1.1,?,0.97,4.66,1.13,?,?,-0.48,1.21,?,1.21,?,?,?,12.86,?,67.0,649.0,324.5,268.32,?,2.42,7702.79,?,?,243000,?,0.0,0
45.0,16.0,141.88,489.12,131.0,?,12.22,1355.0,?,95.6,0.28,?,?,0.21,?,17.35,10.97,?,0.28,0.31,?,1.08,?,?,?,0.39,2.29,?,-0.31,1.09,?,?,10.0,?,?,14.17,?,?,509.12,?,?,0.0,?,?,66.03,6.42,?,0.0,?,0
?,?,?,560.27,101.0,49.2,13.75,?,?,102.0,0.28,0.33,?,0.3,?,14.58,?,?,0.29,?,?,1.03,204.34,?,4.66,?,?,-3.26,-0.25,1.09,?,1.09,?,540.0,?,?,?,?,?,180.0,126.0,49.3,3.64,?,66.19,?,121500,0.0,0.0,0
47.0,?,?,469.0,45.0,?,?,1027.0,0.21,?,?,?,?,0.19,0.16,?,?,?,?,0.27,?,1.07,?,?,?,?,1.98,?,?,1.09,0.0,1.09,?,630.0,?,9.3,?,67.0,509.12,?,63.64,?,?,6275.56,65.95,?,113400,0.0,0.0,0
?,12.0,?,?,149.0,49.0,10.91,?,0.22,?,0.27,0.3,?,0.26,?,14.28,11.1,?,?,0.3,?,1.03,204.34,0.97,4.66,1.06,?,?,-0.83,1.22,?,1.22,?,?,0.01,?,?,?,?,127.28,?,73.48,?,?,66.04,?,97200,0.0,0.0,0
?,12.0,?,?,79.0,?,13.83,937.0,0.28,?,?,0.3,?,?,0.24,26.68,13.34,0.36,0.24,0.3,?,1.04,?,0.97,4.66,?,?,-1.76,-0.4,1.09,0.0,?,?,?,?,9.03,?,67.0,?,?,?,45.0,3.2,?,66.09,?,97200,?,0.0,0
?,?,?,587.4,?,?,13.47,1461.0,0.25,?,?,?,?,0.19,?,24.1,15.88,?,0.24,0.26,?,?,?,?,4.66,1.01,?,-2.25,?,?,0.0,1.22,13.0,?,0.01,?,?,?,630.0,?,141.43,70.81,4.45,?,66.16,?,162000,0.0,0.0,0
?,?,?,148.4,174.0,?,19.06,810.0,0.35,100.0,0.29,?,?,?,?,?,12.31,?,0.29,0.29,47.66,1.13,?,?,?,1.18,?,?,?,1.1,0.87,0.23,5.0,?,0.01,?,99.0,?,450.0,?,?,?,?,14901.36,?,6.41,81000,0.0,0.0,0
52.0,15.0,?,540.47,?,51.33,13.62,?,0.27,110.4,0.42,?,0.92,0.27,0.65,?,?,0.37,0.38,0.52,?,?,204.34,?,4.66,?,?,?,-0.37,1.22,?,?,?,?,0.01,9.98,?,?,371.08,?,183.65,79.56,2.02,6439.07,66.05,5.93,?,0.0,0.0,0
53.0,11.0,?,108.27,147.0,?,11.64,?,?,95.1,?,0.3,?,0.24,?,17.37,?,0.38,0.25,0.3,?,1.11,?,?,4.66,?,3.3,?,?,1.24,0.0,?,7.0,?,?,9.85,?,?,324.5,127.28,?,?,?,16498.12,?,7.13,89100,0.0,0.0,0
?,?,?,607.96,179.0,56.19,?,1498.0,?,140.6,?,?,0.22,?,0.08,53.84,?,?,0.15,0.18,47.66,1.18,?,0.97,?,?,?,-2.01,-0.33,1.22,0.0,1.22,?,810.0,0.0,?,99.0,?,450.0,450.0,?,133.49,1.56,?,66.16,?,?,?,?,0
55.0,15.0,?,145.73,?,52.6,?,?,0.21,129.7,?,0.25,0.33,?,?,?,?,0.38,?,0.24,?,1.1,204.34,?,4.66,0.04,2.23,?,-0.62,1.23,0.0,1.23,?,?,?,7.23,99.0,?,450.0,?,144.0,80.5,?,15308.08,?,6.38,121500,0.0,0.0,0
56.0,?,?,652.73,103.0,?,?,?,0.26,?,?,0.26,?,?,?,15.27,15.94,?,0.27,?,?,1.16,?,0.97,?,?,2.06,-2.43,?,1.09,0.0,1.09,8.0,?,0.01,?,99.0,?,?,90.0,90.0,?,4.0,6026.71,66.2,?,89100,?,?,0
57.0,?,?,31.93,90.0,57.14,7.52,?,?,?,0.43,0.58,0.91,?,0.74,?,8.98,?,0.39,0.57,47.66,1.2,?,?,4.66,?,?,?,-0.44,1.11,0.0,1.11,?,720.0,0.01,?,?,?,360.0,270.0,180.0,?,?,22809.9,65.37,6.45,113400,?,?,0
58.0,18.0,?,?,31.0,56.39,11.65,?,?,122.4,?,0.24,?,?,?,35.65,20.31,?,0.2,?,?,1.18,204.34,?,4.66,?,6.09,?,?,1.09,0.0,1.09,8.0,540.0,?,?,?,67.0,?,254.56,127.28,?,?,4313.03,66.14,6.07,145800,?,?,0
59.0,?,?,635.0,126.0,56.82,11.43,?,0.2,?,0.26,?,?,0.23,?,15.99,?,0.41,0.26,?,47.66,1.19,204.34,0.97,4.66,?,1.95,?,?,1.22,0.0,?,?,630.0,?,?,99.0,67.0,?,?,?,?,?,6791.09,?,6.31,89100,0.0,?,0
